code,name1,name2,last_name1,last_name2,email,cellphone,usertype_id
4324745,Catalina,,Vásquez,Parra,cvasquez95@ufpso.edu.co,3924697540,AD
1587347,Beatriz,Juliana,Martínez,Sánchez,bmartinez52@ufpso.edu.co,3849847642,ES
8622751,Gloria,Marta,Ramos,,gramos63@correo.ufpso.edu.co,3264448234,DO
8027457,Ernesto,Ricardo,Valencia,Pacheco,evalencia57@ufpso.edu.co,3469335666,ES
8747826,Héctor,Brayan,Guerrero,Henao,hguerrero64@ufpso.edu.co,3896857152,ES
5943120,Yolanda,,Muñoz,Martínez,ymunoz24@ufpso.edu.co,3362878972,AD
5671906,María,,Bermúdez,Ortiz,mbermudez65@correo.ufpso.edu.co,3504202480,ES
8393909,Jhonatan,Jhon,López,Ramírez,jlopez28@ufpso.edu.co,3820189213,ES
1337360,Sebastián,,Vásquez,Rojas,svasquez52@correo.ufpso.edu.co,3441476332,DO
8048365,Leidy,Marta,Nieto,,lnieto24@ufpso.edu.co,3318753611,ES
6408019,Nicolás,Luis,Parra,Ramírez,nparra17@correo.ufpso.edu.co,3207201794,AD
9987916,Stefany,Sara,Castaño,,scastano27@correo.ufpso.edu.co,3859531523,ES
4376685,Laura,Valentina,Lozano,Jiménez,llozano97@ufpso.edu.co,3495871800,DO
9430444,Miguel,David,Henao,González,mhenao89@ufpso.edu.co,3715368932,ES
8562140,Jorge,Jhon,Gutiérrez,,jgutierrez44@correo.ufpso.edu.co,3345455547,AD
3326804,Camilo,,Castillo,Ríos,ccastillo69@correo.ufpso.edu.co,3517303804,ES
4806536,Duván,Luis,Vargas,Rojas,dvargas69@correo.ufpso.edu.co,3357855455,DO
8551282,Esperanza,,Valencia,Bermúdez,evalencia61@ufpso.edu.co,3647015139,AD
6975278,Alejandro,David,González,,agonzalez44@ufpso.edu.co,3963983731,ES
3433368,Sara,Paola,Pacheco,Trujillo,spacheco20@ufpso.edu.co,3644551784,AD
9239580,Lorena,Marcela,Herrera,Bermúdez,lherrera15@ufpso.edu.co,3173416109,AD
5284834,Marta,Viviana,Mora,,mmora10@ufpso.edu.co,3826816081,DO
7563876,Edison,Julián,Gómez,Cano,egomez95@correo.ufpso.edu.co,3799646472,DO
2300731,Daniela,,Buitrago,,dbuitrago2@ufpso.edu.co,3145613260,ES
8738088,Andrés,Mauricio,Ruiz,Gutiérrez,aruiz74@ufpso.edu.co,3513154530,ES
1916236,Adriana,,Pinto,,apinto62@correo.ufpso.edu.co,3708582377,DO
2133666,Marisol,Luz,Parra,Aguilar,mparra21@ufpso.edu.co,3667551198,ES
7593558,Gustavo,,García,Pérez,ggarcia46@correo.ufpso.edu.co,3902318253,ES
3803952,Carolina,Marisol,Guerrero,,cguerrero74@correo.ufpso.edu.co,3659395718,DO
6280134,Iván,Stiven,Martínez,,imartinez65@correo.ufpso.edu.co,3491327742,DO
7050674,Edison,,Castillo,Ospina,ecastillo50@correo.ufpso.edu.co,3173957234,ES
4298342,Mauricio,Kevin,Torres,Castaño,mtorres38@ufpso.edu.co,3744421091,DO
6492763,Andrés,David,Montoya,Suárez,amontoya29@correo.ufpso.edu.co,3961750665,DO
2784030,Catalina,,Salazar,Sánchez,csalazar5@ufpso.edu.co,3101234676,AD
7374511,Viviana,Stefany,Flores,Buitrago,vflores64@correo.ufpso.edu.co,3339930962,AD
4017272,Daniela,Claudia,Nieto,Castaño,dnieto15@correo.ufpso.edu.co,3990176239,DO
2835943,Edison,Cristian,Gutiérrez,,egutierrez16@ufpso.edu.co,3530852044,DO
8645787,Andrés,Carlos,Bermúdez,,abermudez58@ufpso.edu.co,3623590801,ES
5202449,Ana,Lina,Ochoa,Parra,aochoa98@ufpso.edu.co,3144290330,ES
3325313,Mario,Raúl,Torres,Vargas,mtorres50@ufpso.edu.co,3125891629,DO
5428099,Daniela,Claudia,Gutiérrez,Ruiz,dgutierrez5@correo.ufpso.edu.co,3640661940,ES
2393907,Felipe,Fernando,Ríos,Martínez,frios39@ufpso.edu.co,3191336597,ES
4142878,Angie,Alejandra,López,Rivera,alopez94@ufpso.edu.co,3188289503,DO
1741414,Viviana,Lina,Montoya,Buitrago,vmontoya56@ufpso.edu.co,3568124318,DO
8942509,Yolanda,Leidy,González,Muñoz,ygonzalez61@correo.ufpso.edu.co,3989447720,DO
1124497,Gustavo,Raúl,Valencia,,gvalencia41@correo.ufpso.edu.co,3869482680,ES
8045461,Catalina,Natalia,Bermúdez,Salazar,cbermudez50@ufpso.edu.co,3891495795,DO
5102010,Lorena,,López,Vásquez,llopez59@ufpso.edu.co,3186119576,AD
2759137,Kevin,,Trujillo,Bermúdez,ktrujillo5@correo.ufpso.edu.co,3888127521,DO
6581434,Cindy,Beatriz,Medina,,cmedina76@correo.ufpso.edu.co,3767277880,DO
1449069,Marcela,Viviana,Díaz,Bermúdez,mdiaz74@ufpso.edu.co,3130321109,ES
1191507,Vanessa,Claudia,Herrera,Nieto,vherrera65@ufpso.edu.co,3870723329,DO
5862037,David,Cristian,Morales,,dmorales94@correo.ufpso.edu.co,3314739471,DO
1731242,Yesid,Esteban,Castillo,Castro,ycastillo25@correo.ufpso.edu.co,3366300693,ES
6450259,Lorena,Alejandra,Suárez,Ospina,lsuarez66@correo.ufpso.edu.co,3236818258,ES
7507259,Claudia,Natalia,Vargas,Ortiz,cvargas33@correo.ufpso.edu.co,3615508307,ES
6506807,Miguel,Jhon,Arango,Gómez,marango82@ufpso.edu.co,3692728179,ES
7154719,Yesid,Oscar,Ruiz,Sánchez,yruiz6@correo.ufpso.edu.co,3291710552,ES
3195191,Laura,Daniela,Vásquez,,lvasquez96@correo.ufpso.edu.co,3899928849,DO
1295310,Valentina,Carolina,Aguilar,Cano,vaguilar91@ufpso.edu.co,3705391298,ES
7138153,Claudia,Alejandra,Pedraza,Parra,cpedraza35@correo.ufpso.edu.co,3847101987,ES
4160133,Tatiana,Marisol,Rivera,Ramírez,trivera70@ufpso.edu.co,3899924386,ES
3726077,Ricardo,Wilmar,Martínez,Quintero,rmartinez30@correo.ufpso.edu.co,3299487406,DO
7877818,Jaime,Gustavo,Rojas,Ochoa,jrojas17@correo.ufpso.edu.co,3866990876,ES
5430838,Sebastián,,Cárdenas,Pedraza,scardenas35@ufpso.edu.co,3307948119,DO
2743472,Beatriz,,Gómez,Jiménez,bgomez10@ufpso.edu.co,3533585190,ES
9454740,Cindy,Viviana,Torres,Torres,ctorres87@ufpso.edu.co,3847594750,ES
4320009,Claudia,,Jiménez,López,cjimenez74@ufpso.edu.co,3756008146,ES
5582725,Julián,,Pinto,,jpinto19@ufpso.edu.co,3833542520,ES
4373495,Miguel,Nicolás,Pinto,Sánchez,mpinto69@correo.ufpso.edu.co,3134284854,DO
6761858,Xiomara,Claudia,Jiménez,,xjimenez55@correo.ufpso.edu.co,3825661606,ES
7983831,Liliana,Gloria,Pinto,Quintero,lpinto33@ufpso.edu.co,3784164873,ES
1041829,David,Cristian,Henao,Ramírez,dhenao3@ufpso.edu.co,3791747876,ES
4105110,Kevin,Jaime,Ramírez,Suárez,kramirez47@ufpso.edu.co,3383286514,AD
3094246,Gustavo,Esteban,Cardona,Ortiz,gcardona94@correo.ufpso.edu.co,3300870259,ES
3245969,Ernesto,Juan,Bermúdez,,ebermudez87@ufpso.edu.co,3462965746,DO
7173328,Jhonatan,Juan,Quintero,Guerrero,jquintero69@ufpso.edu.co,3505971729,ES
4117153,Augusto,,Castillo,,acastillo13@ufpso.edu.co,3621614777,ES
7623720,Wilmar,,Gutiérrez,Bermúdez,wgutierrez59@ufpso.edu.co,3662615995,AD
3929635,Edison,Cristian,Quintero,Salazar,equintero65@correo.ufpso.edu.co,3857145391,AD
7336905,Marisol,Liliana,Gómez,García,mgomez19@correo.ufpso.edu.co,3916524555,AD
9534398,Marisol,Vanessa,Muñoz,González,mmunoz98@correo.ufpso.edu.co,3114607196,ES
2243502,Camila,Marta,Castaño,Castillo,ccastano84@correo.ufpso.edu.co,3766670084,ES
8461505,Viviana,Stefany,Jiménez,Cruz,vjimenez83@ufpso.edu.co,3595357027,ES
1656810,Jhonatan,Brayan,Acosta,Meza,jacosta55@correo.ufpso.edu.co,3610883070,ES
4336040,Felipe,,Muñoz,Morales,fmunoz34@correo.ufpso.edu.co,3195502531,DO
8880437,Viviana,,Nieto,,vnieto95@ufpso.edu.co,3906322936,ES
2622493,Ana,Natalia,Medina,Nieto,amedina99@correo.ufpso.edu.co,3942133699,ES
1455842,Daniela,Xiomara,Nieto,Cárdenas,dnieto53@correo.ufpso.edu.co,3867167299,DO
7956327,Duván,,Quintero,Trujillo,dquintero86@correo.ufpso.edu.co,3666016856,ES
4991919,Jorge,Kevin,Acosta,Vásquez,jacosta75@ufpso.edu.co,3955275411,DO
6363795,Natalia,Claudia,Lozano,Vásquez,nlozano64@ufpso.edu.co,3354121283,ES
2854183,Daniela,,Reyes,Ortiz,dreyes51@correo.ufpso.edu.co,3645486617,ES
7915186,Angie,,Flores,,aflores70@correo.ufpso.edu.co,3350593565,ES
3258933,Gloria,,Mora,Sánchez,gmora55@correo.ufpso.edu.co,3785394697,ES
6509474,Viviana,Adriana,Cardona,Reyes,vcardona86@correo.ufpso.edu.co,3366478285,ES
9463689,Liliana,,Herrera,,lherrera83@ufpso.edu.co,3784516446,ES
3838458,María,,Cardona,Cardona,mcardona18@ufpso.edu.co,3847909407,ES
9578286,Carlos,Iván,Ruiz,Vargas,cruiz32@ufpso.edu.co,3931263725,DO
8404817,Catalina,María,Castro,Cruz,ccastro47@ufpso.edu.co,3358156456,ES
1846484,Cristian,Augusto,Rodríguez,,crodriguez80@correo.ufpso.edu.co,3770845417,ES
4589505,Cristian,Jhonatan,Parra,,cparra6@ufpso.edu.co,3528181768,ES
9656104,Diana,Sofía,Rodríguez,Gutiérrez,drodriguez41@correo.ufpso.edu.co,3882258186,ES
4090546,Natalia,Angie,Mendoza,Trujillo,nmendoza79@correo.ufpso.edu.co,3171327968,DO
1424490,Marta,Leidy,Cruz,,mcruz77@ufpso.edu.co,3816322681,ES
5863163,Fernando,Jorge,Montoya,Ramos,fmontoya55@correo.ufpso.edu.co,3695529444,DO
5792973,Lina,Liliana,Pinto,Cardona,lpinto90@ufpso.edu.co,3727608211,DO
4157206,Iván,Stiven,Vásquez,Nieto,ivasquez77@ufpso.edu.co,3136113013,DO
1746631,Sara,Luz,Castaño,Cruz,scastano91@correo.ufpso.edu.co,3594687524,ES
5623737,Iván,,Sandoval,Sánchez,isandoval19@correo.ufpso.edu.co,3658512411,ES
2982739,Juan,,Cano,Mendoza,jcano65@correo.ufpso.edu.co,3429444008,DO
2886402,Rodrigo,Brayan,Nieto,García,rnieto54@ufpso.edu.co,3346791704,ES
1102760,Andrés,Ricardo,Flores,,aflores73@correo.ufpso.edu.co,3100335437,ES
5457603,Fabio,Stiven,Ortiz,Nieto,fortiz93@correo.ufpso.edu.co,3194454571,ES
7979142,Catalina,Claudia,Torres,Arango,ctorres9@ufpso.edu.co,3764272292,DO
3106243,Stefany,,Pedraza,,spedraza2@correo.ufpso.edu.co,3621024180,ES
8669669,Alejandro,Edison,Sandoval,Trujillo,asandoval36@correo.ufpso.edu.co,3653634180,AD
8665067,Patricia,,Meza,Ramos,pmeza73@correo.ufpso.edu.co,3987830492,AD
4076737,Jaime,,Aguilar,Salazar,jaguilar11@correo.ufpso.edu.co,3193559585,DO
1921214,Gustavo,,Bermúdez,Aguilar,gbermudez65@ufpso.edu.co,3796118818,ES
7251749,Mauricio,,García,Meza,mgarcia96@ufpso.edu.co,3291965105,ES
3999626,Tatiana,Valentina,Castro,Nieto,tcastro13@correo.ufpso.edu.co,3901966156,ES
7655962,Mario,Ricardo,Díaz,,mdiaz75@ufpso.edu.co,3781880338,ES
2099653,Wilmar,Rodrigo,Aguilar,Pinto,waguilar78@ufpso.edu.co,3737872334,ES
2394255,David,Mario,Cano,Sánchez,dcano67@ufpso.edu.co,3894275579,DO
8440678,Viviana,Catalina,Jiménez,Vargas,vjimenez32@correo.ufpso.edu.co,3891805420,ES
1791801,Carlos,Sebastián,Ramírez,Pedraza,cramirez10@ufpso.edu.co,3938045368,AD
7569888,Nicolás,Daniel,Ramos,Castaño,nramos20@ufpso.edu.co,3171021142,ES
4319835,Lorena,,Pacheco,Gutiérrez,lpacheco95@correo.ufpso.edu.co,3686902115,ES
2479147,Diana,,Meza,Cardona,dmeza85@ufpso.edu.co,3603515556,DO
6123585,Iván,Carlos,Gómez,Rivera,igomez44@ufpso.edu.co,3727352927,DO
3304889,David,,Muñoz,,dmunoz20@ufpso.edu.co,3664195244,ES
1886353,Valentina,Stefany,Suárez,Cano,vsuarez46@correo.ufpso.edu.co,3597295457,ES
5062127,Tatiana,Sofía,Ramírez,Flores,tramirez6@correo.ufpso.edu.co,3294350064,ES
6442522,Diego,Andrés,Pinto,Cardona,dpinto26@ufpso.edu.co,3162725593,ES
5139276,Daniel,Rodrigo,Ospina,,dospina29@ufpso.edu.co,3436814754,ES
4152812,Andrea,Ana,Guerrero,Castillo,aguerrero30@ufpso.edu.co,3391449183,DO
4034253,Natalia,Angie,Trujillo,,ntrujillo74@correo.ufpso.edu.co,3167694206,ES
3229211,Iván,Héctor,Jiménez,Suárez,ijimenez36@correo.ufpso.edu.co,3695050476,ES
7752355,Tatiana,Carolina,Castro,Castaño,tcastro32@ufpso.edu.co,3572694904,AD
7225567,Leidy,Beatriz,Rojas,Rivera,lrojas70@correo.ufpso.edu.co,3637814082,AD
3447546,Jhon,,Pérez,,jperez36@correo.ufpso.edu.co,3744066981,ES
8507340,Xiomara,Patricia,Ramos,García,xramos32@correo.ufpso.edu.co,3327303615,ES
8593652,Sebastián,Iván,Rojas,,srojas49@ufpso.edu.co,3110147854,ES
8714061,Sofía,Natalia,Pacheco,Pinto,spacheco66@correo.ufpso.edu.co,3479822342,ES
3507378,Nicolás,,Montoya,Ramírez,nmontoya82@ufpso.edu.co,3513166715,ES
4056059,David,Gustavo,Cárdenas,,dcardenas50@ufpso.edu.co,3305365418,ES
5968924,Augusto,,Pacheco,Zapata,apacheco37@ufpso.edu.co,3973419044,ES
8198418,Ricardo,Camilo,Sánchez,Lozano,rsanchez90@ufpso.edu.co,3834830064,ES
8879049,Sara,Ana,Pacheco,Morales,spacheco96@ufpso.edu.co,3271307037,ES
4779273,Esperanza,Cindy,Reyes,Valencia,ereyes56@correo.ufpso.edu.co,3817566419,DO
2391924,Xiomara,,González,Quintero,xgonzalez82@ufpso.edu.co,3657100089,ES
4162703,Marisol,Xiomara,Vásquez,Sandoval,mvasquez56@correo.ufpso.edu.co,3906676055,DO
8403922,Jhonatan,Brayan,Flores,Parra,jflores1@ufpso.edu.co,3416306560,ES
7839391,Yolanda,Tatiana,Pinto,Vargas,ypinto86@ufpso.edu.co,3213465952,DO
2403317,Diana,Stefany,Ochoa,Ruiz,dochoa17@ufpso.edu.co,3459844242,ES
3709301,Jhon,,Ramos,Valencia,jramos37@correo.ufpso.edu.co,3584042534,DO
8335934,Daniela,,Quintero,Castaño,dquintero97@ufpso.edu.co,3603357710,ES
2409477,Laura,,Cano,,lcano46@ufpso.edu.co,3440240697,DO
8558773,Brayan,,Torres,Suárez,btorres41@ufpso.edu.co,3108495942,DO
8491588,Gustavo,Jorge,Trujillo,Reyes,gtrujillo35@correo.ufpso.edu.co,3650235461,ES
7414684,Ernesto,Jaime,Bermúdez,Ruiz,ebermudez15@correo.ufpso.edu.co,3934067941,DO
9816829,Adriana,Liliana,Herrera,García,aherrera49@correo.ufpso.edu.co,3465187391,ES
6006360,Camilo,,Nieto,Nieto,cnieto14@correo.ufpso.edu.co,3991367939,ES
1560519,Sofía,Sara,Pacheco,Reyes,spacheco39@correo.ufpso.edu.co,3146900704,AD
3084945,Jhon,Daniel,Gómez,Rivera,jgomez24@correo.ufpso.edu.co,3380393163,DO
6765943,Mario,,Cruz,Cárdenas,mcruz88@ufpso.edu.co,3249304919,ES
3179944,Miguel,Luis,Cruz,Meza,mcruz71@ufpso.edu.co,3780092865,DO
1397691,Nicolás,Kevin,Trujillo,Montoya,ntrujillo27@correo.ufpso.edu.co,3981970668,DO
2479315,Camilo,,Salazar,,csalazar28@correo.ufpso.edu.co,3324492773,ES
9715666,Liliana,Tatiana,Ochoa,Castillo,lochoa7@ufpso.edu.co,3586148530,ES
4646222,Iván,,Henao,Castillo,ihenao79@ufpso.edu.co,3269094688,DO
1646499,Esteban,,Aguilar,,eaguilar77@ufpso.edu.co,3359743794,ES
3514653,Claudia,Marta,Muñoz,Torres,cmunoz34@correo.ufpso.edu.co,3896840688,DO
1537382,Fernando,Kevin,Reyes,,freyes77@ufpso.edu.co,3631211317,DO
4246126,Natalia,,Arango,Trujillo,narango32@ufpso.edu.co,3485772923,ES
5680664,Ernesto,Nicolás,Medina,Vásquez,emedina90@correo.ufpso.edu.co,3824846744,DO
7682848,Fernando,Carlos,Medina,Ortiz,fmedina95@correo.ufpso.edu.co,3549094203,DO
2134893,Nicolás,Iván,Quintero,Ramos,nquintero50@ufpso.edu.co,3844020140,DO
4926588,Luz,Catalina,Díaz,Buitrago,ldiaz54@correo.ufpso.edu.co,3759178260,ES
4326502,Rodrigo,Héctor,Ramos,Reyes,rramos13@correo.ufpso.edu.co,3593116369,ES
8659666,Sara,,Nieto,Buitrago,snieto93@ufpso.edu.co,3489139962,ES
5726850,Catalina,,González,Castro,cgonzalez9@correo.ufpso.edu.co,3757698178,DO
8080533,David,Stiven,Arango,Lozano,darango53@ufpso.edu.co,3988646949,ES
6732314,Edison,Esteban,Lozano,Sandoval,elozano5@ufpso.edu.co,3389642754,AD
5539434,Camila,,Buitrago,Cardona,cbuitrago56@ufpso.edu.co,3223749304,AD
1748507,Esperanza,,Rojas,,erojas6@correo.ufpso.edu.co,3749916244,DO
9593484,Esperanza,Natalia,Bermúdez,,ebermudez26@ufpso.edu.co,3703935016,ES
2846209,Jhon,,Castaño,Ríos,jcastano93@correo.ufpso.edu.co,3160463422,ES
3374515,Marisol,Leidy,Rodríguez,Nieto,mrodriguez75@ufpso.edu.co,3909672171,ES
4732109,Marcela,,Rodríguez,Montoya,mrodriguez8@correo.ufpso.edu.co,3500919477,ES
5040784,Diego,Duván,Arango,Ruiz,darango86@correo.ufpso.edu.co,3449262460,ES
8966544,Claudia,Stefany,Cano,Pacheco,ccano68@correo.ufpso.edu.co,3402829734,ES
5298929,Brayan,,García,Mora,bgarcia71@ufpso.edu.co,3990355592,ES
3410982,Esperanza,Marta,Zapata,Vargas,ezapata23@ufpso.edu.co,3274331740,ES
2710263,Sebastián,,Ruiz,Buitrago,sruiz79@ufpso.edu.co,3828015385,ES
3131383,Beatriz,Leidy,Muñoz,,bmunoz14@correo.ufpso.edu.co,3274405339,ES
1232637,Paola,,Lozano,González,plozano96@ufpso.edu.co,3366679073,ES
6349878,Stefany,Marta,Muñoz,Henao,smunoz56@ufpso.edu.co,3645093800,DO
9486754,Héctor,Jorge,Mendoza,Aguilar,hmendoza19@ufpso.edu.co,3179121728,AD
4726997,Yolanda,,Rojas,Martínez,yrojas12@correo.ufpso.edu.co,3870228568,ES
6464471,Duván,Augusto,Acosta,,dacosta17@correo.ufpso.edu.co,3110843939,ES
6848225,Gustavo,,Medina,Quintero,gmedina86@correo.ufpso.edu.co,3406906052,ES
7686313,Marta,Beatriz,Rojas,Meza,mrojas39@correo.ufpso.edu.co,3697171135,DO
4531200,Sebastián,Duván,Ríos,González,srios89@ufpso.edu.co,3560764315,ES
5394122,Fabio,Ricardo,Acosta,Cárdenas,facosta46@correo.ufpso.edu.co,3682792736,DO
7451593,Stefany,Sofía,Ramírez,González,sramirez36@ufpso.edu.co,3771032731,DO
7061321,Patricia,,Ramírez,,pramirez28@correo.ufpso.edu.co,3488268708,ES
5957447,Sandra,,Cruz,,scruz46@ufpso.edu.co,3252442115,ES
6254752,Angie,Marcela,Zapata,Montoya,azapata19@correo.ufpso.edu.co,3917314038,ES
6942702,Xiomara,Diana,Guerrero,Salazar,xguerrero19@correo.ufpso.edu.co,3262877234,ES
9343453,Andrés,,Vargas,,avargas37@ufpso.edu.co,3755745345,DO
7116883,Duván,Oscar,Muñoz,Cruz,dmunoz79@correo.ufpso.edu.co,3558645983,ES
7443577,Esperanza,Leidy,Arango,Parra,earango29@ufpso.edu.co,3788676605,ES
5878996,Esteban,Yesid,Ospina,,eospina47@correo.ufpso.edu.co,3426586625,ES
9089347,Esteban,,Arango,,earango52@correo.ufpso.edu.co,3788931736,AD
8365979,Edison,Gustavo,Ruiz,Guerrero,eruiz83@correo.ufpso.edu.co,3367188814,DO
9614397,Felipe,Alejandro,Muñoz,,fmunoz47@ufpso.edu.co,3475141583,ES
3350468,Andrés,Nicolás,Torres,Montoya,atorres58@ufpso.edu.co,3277435357,ES
5835962,Cindy,,Acosta,López,cacosta57@correo.ufpso.edu.co,3747422387,ES
9103006,Carolina,Patricia,Vargas,González,cvargas52@correo.ufpso.edu.co,3776700473,ES
5814173,Cindy,Tatiana,Zapata,Reyes,czapata38@ufpso.edu.co,3512414076,DO
9445464,Julián,Esteban,Pérez,Meza,jperez59@correo.ufpso.edu.co,3553200839,AD
3781161,Marisol,,Gutiérrez,,mgutierrez15@correo.ufpso.edu.co,3570049353,ES
4223883,Marcela,Yolanda,Ochoa,,mochoa8@correo.ufpso.edu.co,3665006092,DO
7231671,Marcela,,Bermúdez,Pacheco,mbermudez9@correo.ufpso.edu.co,3748760159,ES
1071674,Jhonatan,,Ochoa,García,jochoa34@ufpso.edu.co,3398793290,ES
3866824,Adriana,,Mendoza,Salazar,amendoza6@correo.ufpso.edu.co,3750039515,AD
2086295,Wilmar,,Ramos,Rojas,wramos13@ufpso.edu.co,3996737695,ES
3399423,Rodrigo,Carlos,Nieto,Ortiz,rnieto9@correo.ufpso.edu.co,3630241936,AD
3459860,Sofía,,Flores,Cano,sflores60@ufpso.edu.co,3693606713,ES
8134298,Luz,Marta,Medina,,lmedina51@ufpso.edu.co,3426828693,AD
7986643,Gustavo,Oscar,Montoya,Herrera,gmontoya29@correo.ufpso.edu.co,3167863565,DO
2978454,Gloria,Juliana,Ramos,,gramos65@correo.ufpso.edu.co,3442263641,ES
6709525,Oscar,Jaime,Reyes,,oreyes4@correo.ufpso.edu.co,3224624494,DO
8108800,Sebastián,Iván,Mendoza,,smendoza36@correo.ufpso.edu.co,3469358818,ES
5561461,Yolanda,Carolina,Parra,Ortiz,yparra95@correo.ufpso.edu.co,3329345410,ES
9830759,Camilo,,Cardona,Quintero,ccardona18@correo.ufpso.edu.co,3598909297,ES
4761870,Andrés,Ricardo,Ramírez,Flores,aramirez76@correo.ufpso.edu.co,3815471119,ES
7320396,Fabio,Edison,Jiménez,,fjimenez50@ufpso.edu.co,3739706019,ES
8885938,Raúl,Gustavo,Pinto,Martínez,rpinto38@correo.ufpso.edu.co,3481959385,AD
9494422,Raúl,,Henao,,rhenao87@ufpso.edu.co,3746356082,ES
7941521,Miguel,Rodrigo,Cruz,,mcruz30@correo.ufpso.edu.co,3148404736,ES
5362067,Andrea,,Vargas,Gómez,avargas4@correo.ufpso.edu.co,3699735534,ES
